Indicator,Country,Time,Value,Flags
Percentage of students in lower secondary education who are female (%),Oman,2011,48.72721,
Percentage of students in lower secondary education who are female (%),Oman,2012,48.93016,
Percentage of students in upper secondary education who are female (%),Oceania,1999,49.11944,ﾇ
Percentage of students in upper secondary education who are female (%),Oceania,2000,49.87749,ﾇ
Percentage of students in upper secondary education who are female (%),Oceania,2001,49.81316,ﾇ
Percentage of students in upper secondary education who are female (%),Oceania,2002,49.89762,ﾇ
Percentage of students in upper secondary education who are female (%),Oceania,2003,49.6123,ﾇ
Percentage of students in upper secondary education who are female (%),Oceania,2004,50.65679,ﾇ
Percentage of students in upper secondary education who are female (%),Oceania,2006,53.08034,ﾇ
Percentage of students in upper secondary education who are female (%),Oceania,2007,51.91576,ﾇ
Percentage of students in upper secondary education who are female (%),Oceania,2008,54.01218,ﾇ
Percentage of students in upper secondary education who are female (%),Oceania,2009,60.47064,ﾇ
Percentage of students in upper secondary education who are female (%),Oceania,2010,58.83102,ﾇ
Percentage of students in upper secondary education who are female (%),Oceania,2011,64.36723,ﾇ
Percentage of students in upper secondary education who are female (%),Oceania,2012,43.7642,
Percentage of students in post-secondary non-tertiary education who are female (%),Czech Republic,1999,42.98906,
Percentage of students in post-secondary non-tertiary education who are female (%),Czech Republic,2000,43.15992,
Percentage of students in post-secondary non-tertiary education who are female (%),Czech Republic,2001,42.08944,
Percentage of students in post-secondary non-tertiary education who are female (%),Czech Republic,2002,45.07654,
Percentage of students in post-secondary non-tertiary education who are female (%),Czech Republic,2003,49.07849,
Percentage of students in post-secondary non-tertiary education who are female (%),Czech Republic,2004,37.59593,
Percentage of students in post-secondary non-tertiary education who are female (%),Czech Republic,2005,40.01576,
Percentage of students in post-secondary non-tertiary education who are female (%),Czech Republic,2006,39.93111,
Percentage of students in post-secondary non-tertiary education who are female (%),Czech Republic,2007,39.42783,
Percentage of students in post-secondary non-tertiary education who are female (%),Czech Republic,2008,40.19277,
Percentage of students in post-secondary non-tertiary education who are female (%),Czech Republic,2009,41.30912,
Percentage of students in post-secondary non-tertiary education who are female (%),Czech Republic,2010,40.9869,
Percentage of students in post-secondary non-tertiary education who are female (%),Czech Republic,2011,39.85847,
Percentage of students in post-secondary non-tertiary education who are female (%),Czech Republic,2012,40.70222,
Percentage of students in lower secondary education who are female (%),Jordan,1999,49.18401,
Percentage of students in lower secondary education who are female (%),Jordan,2000,49.08589,
Percentage of students in lower secondary education who are female (%),Jordan,2002,49.07232,
Percentage of students in lower secondary education who are female (%),Jordan,2003,49.19848,
Percentage of students in lower secondary education who are female (%),Jordan,2004,48.80439,
Percentage of students in lower secondary education who are female (%),Jordan,2005,48.96344,
Percentage of students in lower secondary education who are female (%),Jordan,2006,49.06939,
Percentage of students in lower secondary education who are female (%),Jordan,2007,49.21819,
Percentage of students in lower secondary education who are female (%),Jordan,2008,49.147,
Percentage of students in lower secondary education who are female (%),Jordan,2010,49.17838,
Percentage of students in lower secondary education who are female (%),Jordan,2011,49.19711,
Percentage of students in lower secondary education who are female (%),Jordan,2012,49.05264,
Percentage of students in primary education who are female (%),Sub-Saharan Africa,1999,45.55213,
Percentage of students in primary education who are female (%),Sub-Saharan Africa,2000,45.67007,
Percentage of students in primary education who are female (%),Sub-Saharan Africa,2001,45.88901,
Percentage of students in primary education who are female (%),Sub-Saharan Africa,2002,45.86911,
Percentage of students in primary education who are female (%),Sub-Saharan Africa,2003,46.09792,
Percentage of students in primary education who are female (%),Sub-Saharan Africa,2004,46.3025,
Percentage of students in primary education who are female (%),Sub-Saharan Africa,2005,46.54105,
Percentage of students in primary education who are female (%),Sub-Saharan Africa,2006,46.90019,
Percentage of students in primary education who are female (%),Sub-Saharan Africa,2007,47.19325,
Percentage of students in primary education who are female (%),Sub-Saharan Africa,2008,47.36315,
Percentage of students in primary education who are female (%),Sub-Saharan Africa,2009,47.55533,
Percentage of students in primary education who are female (%),Sub-Saharan Africa,2010,47.65857,
Percentage of students in primary education who are female (%),Sub-Saharan Africa,2011,47.41787,
Percentage of students in primary education who are female (%),Sub-Saharan Africa,2012,47.49364,
Percentage of students in primary education who are female (%),United Republic of Tanzania,1999,49.8867,
Percentage of students in primary education who are female (%),United Republic of Tanzania,2000,49.5147,
Percentage of students in primary education who are female (%),United Republic of Tanzania,2001,49.31272,
